FIPS,POP,SUM,RATE
40069,10980,46,418.94
40071,45366,92,202.8
40073,15584,97,622.43
40075,9144,31,339.02
40077,10483,100,953.93
40079,49605,318,641.06
40081,35042,337,961.7
40083,45996,420,913.12
40085,9870,118,1195.54
40087,38066,307,806.49
40089,33048,347,1049.99
40091,19990,258,1290.65
40093,7771,35,450.39
40095,16232,228,1404.63
40097,40887,365,892.7
40099,13936,20,143.51
40101,69699,368,527.98
40103,11554,82,709.71
40105,10539,77,730.62
40107,12181,158,1297.1
40109,776864,262,33.73
40111,39187,258,658.38
40113,47887,388,810.24
40115,31981,137,428.38
40119,80850,246,304.27
40121,44610,477,1069.27
40123,38194,164,429.39
40125,71875,605,841.74
40127,11183,105,938.93
40129,3788,40,1055.97
40131,90802,581,639.85
40133,25548,286,1119.46
40135,41153,389,945.25
40137,44581,171,383.57
40139,21489,60,279.21
40141,7515,28,372.59
40143,639242,1152,180.21
40145,76559,343,448.02
40149,11661,66,565.99
40151,9304,29,311.69
40153,21559,80,371.07
41001,16005,69,431.12
41005,401515,5097,1269.44
41007,37831,194,512.81
41009,49600,546,1100.81
41011,63121,143,226.55
41013,21630,296,1368.47
41017,175268,740,422.21
41019,107685,1042,967.64
41021,1859,61,3281.33
41025,7200,22,305.56
41029,212567,1402,659.56
41031,22666,180,794.14
41033,84745,439,518.02
41037,7829,97,1238.98
41041,47038,315,669.67
41043,120547,761,631.29
41045,30380,209,687.95
41047,330700,2409,728.45
41049,11190,132,1179.62
41051,790294,1861,235.48
41053,79391,347,437.08
41055,1680,42,2500
41059,76531,453,591.92
41061,25790,217,841.41
41065,25775,154,597.48
41067,574326,2829,492.58
41071,102659,514,500.69
42003,1230459,3,0.24
42011,415271,5,1.2
42017,627367,1,0.16
42019,186818,0,0
42049,278045,6,2.16
42071,536624,1,0.19
42089,166397,0,0
42091,819264,0,0
42109,40444,0,0
42127,51198,0,0
45003,165829,3188,1922.46
45005,9433,60,636.06
45007,194692,5278,2710.95
45009,14880,170,1142.47
45011,21725,349,1606.44
45013,179589,2456,1367.57
45017,14781,356,2408.5
45019,389262,1978,508.14
45023,32267,640,1983.45
45027,33775,805,2383.42
45029,37731,940,2491.32
45031,67548,2239,3314.68
45033,31234,714,2285.97
45035,152478,2163,1418.57
45039,22747,619,2721.24
45041,138900,2841,2045.36
45043,61298,1173,1913.6
45045,491863,9628,1957.46
45049,20049,330,1645.97
45051,309199,6978,2256.8
45055,63603,1361,2139.84
45057,85842,1961,2284.43
45059,66623,1197,1796.68
45061,17896,370,2067.5
45063,281833,5640,2001.19
45065,9706,85,875.75
45067,31747,533,1678.9
45069,27494,448,1629.45
45071,38012,390,1025.99
45073,75713,1752,2314
45075,89208,3405,3816.92
45077,121691,1636,1344.39
45079,407051,10915,2681.48
45081,20053,241,1201.82
45083,297302,6462,2173.55
45085,107480,1927,1792.89
45087,27777,429,1544.44
45091,251195,2942,1171.2
46003,2733,6,219.54
46005,18372,11,59.87
46007,3423,6,175.28
46009,6985,15,214.75
46011,33897,54,159.31
46013,38785,49,126.34
46015,5281,4,75.74
46019,10283,35,340.37
46023,9383,30,319.73
46025,3659,6,163.98
46027,13964,57,408.19
46029,27939,25,89.48
46031,4197,27,643.32
46033,8446,143,1693.11
46035,19858,17,85.61
46037,5539,37,667.99
46039,4333,17,392.34
46045,3999,0,0
46049,2337,7,299.53
46053,4201,7,166.63
46057,6047,34,562.26
46059,3348,5,149.34
46061,3385,11,324.96
46065,17555,13,74.05
46067,7301,6,82.18
46073,1997,10,500.75
46075,924,2,216.45
46077,4990,4,80.16
46079,12622,21,166.38
46081,24827,46,185.28
46083,52849,306,579.01
46085,3876,13,335.4
46087,5599,29,517.95
46089,2415,26,1076.6
46091,4769,21,440.34
46093,26986,177,655.9
46095,2050,6,292.68
46097,2236,6,268.34
46099,185197,373,201.41
46101,6430,5,77.76
46103,108702,474,436.05
46105,3019,12,397.48
46107,2320,6,258.62
46109,10311,18,174.57
46111,2355,10,424.63
46115,6524,97,1486.82
46117,2954,10,338.52
46119,1426,13,911.64
46123,5434,6,110.42
46125,8209,63,767.45
46127,14909,53,355.49
46129,5443,5,91.86
46135,22702,60,264.29
46137,2803,0,0
47001,75749,616,813.21
47003,47183,325,688.81
47005,16129,132,818.4
47007,14502,73,503.38
47009,127253,1425,1119.82
47011,104091,1013,973.19
47013,39752,397,998.69
47015,13840,108,780.35
47017,27910,198,709.42
47019,56486,397,702.83
47021,39741,367,923.48
47023,17471,104,595.27
47025,31709,341,1075.4
47027,7771,54,694.89
47031,54277,490,902.78
47033,14601,135,924.59
47035,58229,779,1337.82
47039,11660,130,1114.92
47041,19182,134,698.57
47043,51487,455,883.72
47045,37893,202,533.08
47047,39165,264,674.07
47049,17917,216,1205.56
47051,41449,336,810.63
47053,49399,216,437.26
47055,28946,235,811.86
47057,22846,203,888.56
47059,68580,1056,1539.81
47061,13441,322,2395.66
47063,63402,582,917.95
47067,6572,131,1993.3
47069,25707,224,871.36
47071,25756,383,1487.03
47073,56471,664,1175.82
47075,18023,169,937.69
47077,28015,378,1349.28
47079,32147,345,1073.2
47081,24363,478,1961.99
47083,8149,98,1202.6
47085,18135,123,678.25
47087,11509,107,929.71
47089,53240,525,986.1
47091,17830,166,931.02
47093,451324,3990,884.07
47095,7576,29,382.79
47097,26936,237,879.86
47099,42564,316,742.41
47101,11854,88,742.37
47103,33743,348,1031.33
47105,51130,447,874.24
47107,52639,642,1219.63
47109,26066,331,1269.85
47111,23177,200,862.92
47113,97610,483,494.83
47115,28487,279,979.39
47117,31552,100,316.94
47119,87757,571,650.66
47121,11830,345,2916.31
47123,45771,1107,2418.56
47125,193479,675,348.88
47127,6322,65,1028.16
47129,21498,360,1674.57
47131,30639,211,688.66
47133,22129,148,668.81
47135,7929,72,908.06
47137,5146,36,699.57
47139,16773,336,2003.22
47141,74553,603,808.82
47143,32526,258,793.21
47145,52753,298,564.9
47147,68570,318,463.76
47149,298612,951,318.47
47151,21950,188,856.49
47153,14811,184,1242.32
47155,95946,989,1030.79
47157,938069,3042,324.28
47159,19295,191,989.89
47161,13259,110,829.63
47163,156791,1271,810.63
47165,175989,522,296.61
47167,61870,588,950.38
47169,8042,172,2138.77
47171,17860,137,767.08
47173,19119,226,1182.07
47175,5677,33,581.29
47179,126302,921,729.2
47181,16748,107,638.88
47183,33960,143,421.08
47185,26521,306,1153.8
47187,211672,408,192.75
47189,128911,640,496.47
48001,57580,393,682.53
48005,88255,664,752.37
48007,25350,300,1183.43
48015,29563,100,338.26
48017,7210,39,540.92
48019,21269,280,1316.47
48021,80527,861,1069.21
48025,32874,180,547.55
48027,334941,713,212.87
48029,1897753,5989,315.58
48033,648,11,1697.53
48035,17891,98,547.76
48037,93389,433,463.65
48039,346312,1495,431.69
48041,215037,335,155.79
48043,9145,17,185.89
48045,1505,3,199.34
48047,7230,1,13.83
48049,37896,220,580.54
48051,17460,120,687.29
48053,45463,273,600.49
48055,40522,139,343.02
48057,21895,125,570.91
48059,13557,49,361.44
48061,422156,1099,260.33
48063,12682,76,599.27
48065,5969,47,787.4
48067,30313,206,679.58
48069,7656,53,692.27
48071,38863,637,1639.09
48073,51542,423,820.69
48075,7088,8,112.87
48077,10360,119,1148.65
48079,2953,30,1015.92
48081,3238,16,494.13
48085,914127,404,44.2
48087,3044,136,4467.81
48091,129048,736,570.33
48093,13430,61,454.21
48095,4081,19,465.57
48097,39229,133,339.03
48099,75503,58,76.82
48105,3710,20,539.08
48109,2236,0,0
48111,7121,1,14.04
48113,2553385,350,13.71
48115,13520,66,488.17
48117,18952,68,358.8
48119,5217,28,536.71
48121,780612,535,68.54
48123,20797,153,735.68
48127,10980,150,1366.12
48129,3499,34,971.71
48131,11388,116,1018.62
48133,18171,27,148.59
48135,159436,1695,1063.12
48137,1894,7,369.59
48141,835593,900,107.71
48143,41122,445,1082.15
48145,17142,143,834.21
48147,33693,236,700.44
48149,25110,134,533.65
48153,5901,37,627.01
48157,716087,5484,765.83
48161,19691,153,777
48163,18793,69,367.16
48165,20051,99,493.74
48167,322225,850,263.79
48169,6415,45,701.48
48171,25963,67,258.06
48175,7531,101,1341.12
48177,20573,141,685.36
48179,23210,74,318.83
48181,125467,433,345.11
48183,124108,457,368.23
48187,151249,493,325.95
48189,34360,80,232.83
48191,3138,10,318.67
48193,8159,19,232.87
48195,5610,12,213.9
48197,3840,18,468.75
48199,55865,323,578.18
48201,4538028,49855,1098.6
48203,66746,497,744.61
48205,6193,10,161.47
48207,5737,9,156.88
48209,194739,783,402.08
48211,4264,15,351.78
48213,79545,725,911.43
48215,842304,3759,446.28
48217,34855,265,760.29
48219,23433,84,358.47
48221,55423,411,741.57
48223,36223,88,242.94
48225,22785,104,456.44
48227,37206,326,876.2
48229,3379,22,651.08
48231,89844,920,1024
48233,21734,82,377.29
48237,8878,45,506.87
48239,14816,57,384.72
48241,35506,475,1337.8
48245,254308,417,163.97
48247,5200,25,480.77
48251,159990,865,540.66
48253,19970,64,320.48
48255,14975,102,681.14
48257,114690,893,778.62
48259,40384,123,304.58
48261,407,8,1965.6
48265,50955,250,490.63
48267,4388,6,136.74
48271,3549,1,28.18
48277,49440,163,329.69
48279,13385,67,500.56
48281,20588,95,461.43
48283,7631,49,642.12
48285,19836,73,368.02
48287,16898,111,656.88
48289,17086,127,743.3
48293,23320,90,385.93
48299,19796,174,878.97
48303,299453,347,115.88
48305,5724,3,52.41
48307,8341,44,527.51
48309,245671,569,231.61
48313,14065,74,526.13
48319,4032,18,446.43
48321,36770,394,1071.53
48325,48417,452,933.56
48327,2164,4,184.84
48331,24513,100,407.95
48333,4900,34,693.88
48335,9067,26,286.75
48337,19262,116,602.22
48339,537559,5712,1062.58
48341,22255,45,202.2
48343,12516,82,655.16
48347,65664,328,499.51
48349,48323,300,620.82
48351,13986,120,858
48353,15107,35,231.68
48355,359715,221,61.44
48357,10747,22,204.71
48359,2069,6,290
48363,27895,77,276.04
48365,23766,286,1203.4
48367,126042,851,675.17
48371,16203,99,611
48373,46972,747,1590.31
48379,11161,56,501.75
48381,130269,310,237.97
48383,3792,39,1028.48
48385,3307,62,1874.81
48391,7289,55,754.56
48393,916,2,218.34
48395,16659,124,744.34
48397,90861,104,114.46
48399,10551,12,113.73
48401,53070,475,895.04
48403,10368,87,839.12
48405,8473,70,826.15
48407,27413,374,1364.32
48409,67357,203,301.38
48413,3211,17,529.43
48415,17615,51,289.53
48419,25402,229,901.5
48421,3072,3,97.66
48423,222936,1788,802.02
48425,8739,34,389.06
48427,63795,311,487.5
48429,9440,22,233.05
48433,1410,1,70.92
48435,3913,1,25.56
48437,7533,31,411.52
48439,1982498,865,43.63
48441,136051,128,94.08
48445,12739,31,243.35
48449,32623,212,649.85
48451,118105,286,242.16
48453,1176558,4030,342.52
48457,21347,319,1494.36
48461,3651,33,903.86
48463,27245,101,370.71
48465,48988,116,236.79
48469,92382,493,533.65
48471,70699,238,336.64
48475,11721,245,2090.27
48477,34765,190,546.53
48481,41486,298,718.31
48483,5657,16,282.84
48485,131705,164,124.52
48487,13027,15,115.15
48489,21903,147,671.14
48491,508514,1529,300.68
48493,47520,248,521.89
48495,8005,89,1111.81
48497,62953,406,644.93
48499,43356,300,691.95
48501,8546,21,245.73
48503,18270,47,257.25
48505,14374,235,1634.9
48507,12235,44,359.62
49003,52097,143,274.49
49005,120783,182,150.68
49007,20479,103,502.95
49011,336043,263,78.26
49019,9516,95,998.32
49021,48368,168,347.34
49023,10594,57,538.04
49025,7131,31,434.72
49027,12645,233,1842.63
49029,11065,4,36.15
49033,2311,21,908.7
49035,1107314,8733,788.67
49037,15772,44,278.98
49039,28778,115,399.61
49041,20984,106,505.15
49043,39633,432,1090
49045,62952,230,365.36
49047,37928,213,561.59
49049,575205,410,71.28
49051,29161,122,418.37
49053,155602,166,106.68
49057,243645,1057,433.83
50003,36317,8,22.03
50005,30780,3,9.75
50009,6163,18,292.07
50011,48799,32,65.58
50013,6861,31,451.83
50015,25235,68,269.47
50017,28899,24,83.05
50019,27100,75,276.75
50021,59736,15,25.11
50023,58612,2,3.41
50025,43386,25,57.62
50027,55737,15,26.91
51001,32973,433,1313.2
51003,105703,1383,1308.38
51005,15677,102,650.63
51007,12903,198,1534.53
51009,31914,430,1347.37
51011,15414,105,681.2
51013,229164,3383,1476.24
51015,74314,891,1198.97
51017,4470,10,223.71
51019,77724,538,692.19
51021,6561,42,640.15
51023,33347,276,827.66
51025,16698,90,538.99
51027,22776,328,1440.11
51029,17032,135,792.63
51033,29984,281,937.17
51035,29724,202,679.59
51036,7040,44,625
51037,12201,142,1163.84
51041,335687,6299,1876.45
51043,14363,70,487.36
51045,5211,22,422.18
51049,9719,52,535.03
51051,15115,50,330.8
51053,27852,380,1364.35
51057,11130,63,566.04
51059,1142234,14236,1246.33
51061,68782,324,471.05
51063,15651,101,645.33
51065,26235,193,735.66
51067,56264,621,1103.73
51069,83199,990,1189.92
51071,16708,139,831.94
51073,37143,431,1160.38
51075,22253,173,777.42
51077,16012,195,1217.84
51079,19162,214,1116.79
51081,11885,89,748.84
51083,35125,254,723.13
51085,103227,1052,1019.11
51087,325155,8343,2565.85
51089,51881,1241,2392.01
51091,2214,11,496.84
51093,36314,223,614.09
51095,73147,779,1064.98
51097,7158,43,600.73
51099,25515,242,948.46
51101,16269,98,602.37
51103,10965,79,720.47
51105,24742,149,602.21
51107,375629,2702,719.33
51109,34602,372,1075.08
51111,12299,57,463.45
51113,13134,79,601.49
51115,8862,62,699.62
51117,31081,238,765.74
51119,10606,125,1178.58
51121,97653,369,377.87
51125,14785,192,1298.61
51127,20392,238,1167.12
51131,12155,65,534.76
51133,12232,90,735.78
51135,15673,86,548.71
51137,35385,148,418.26
51139,23726,181,762.88
51141,18045,321,1778.89
51143,62194,504,810.37
51145,28031,309,1102.35
51147,22952,76,331.13
51149,37862,412,1088.16
51153,451721,5510,1219.78
51155,34332,779,2269.02
51157,7378,20,271.08
51161,94409,1394,1476.55
51163,22354,270,1207.84
51165,78593,410,521.67
51167,27891,213,763.69
51169,22126,222,1003.34
51171,43190,283,655.24
51173,31470,215,683.19
51175,18109,222,1225.91
51177,130475,971,744.2
51179,142003,1765,1242.93
51181,6709,19,283.2
51183,11715,82,699.96
51185,42899,324,755.26
51187,39083,188,481.03
51191,54591,640,1172.35
51193,17629,80,453.8
51195,39718,313,788.06
51197,29119,219,752.09
51199,67837,953,1404.84
53001,19254,111,576.5
53003,22105,141,637.86
53005,190309,459,241.19
53007,75644,365,482.52
53009,73486,510,694.01
53011,459495,2419,526.45
53013,3944,81,2053.75
53015,103468,349,337.3
53017,40534,240,592.1
53019,7582,29,382.48
53021,88807,142,159.9
53025,93259,932,999.37
53027,71122,297,417.59
53029,80593,429,532.3
53031,30466,255,837
53033,2117125,4228,199.7
53035,260131,3481,1338.17
53037,43269,150,346.67
53039,21026,80,380.48
53041,75882,559,736.67
53043,10321,97,939.83
53045,61023,1041,1705.91
53047,41516,196,472.11
53049,20848,158,757.87
53051,13088,145,1107.89
53053,843954,7974,944.84
53055,16252,114,701.45
53057,121846,831,682.01
53059,11339,144,1269.95
53061,772501,4863,629.51
53063,490945,2861,582.75
53065,43791,373,851.77
53067,269536,1792,664.85
53069,4042,36,890.65
53071,60338,286,474
53075,48177,42,87.18
53077,248830,1619,650.65
54003,111901,143,127.79
54009,23350,11,47.11
54013,7470,10,133.87
54017,8176,33,403.62
54019,44997,396,880.06
54025,35516,77,216.8
54027,23353,143,612.34
54029,29815,9,30.19
54031,13852,46,332.08
54035,29237,70,239.42
54037,56482,254,449.7
54039,188332,1741,924.43
54041,16448,25,151.99
54045,34707,135,388.97
54047,19835,7,35.29
54051,31978,76,237.66
54055,61164,389,636
54057,27451,42,153
54061,104236,623,597.68
54063,13506,34,251.74
54065,17524,130,741.84
54067,25594,133,519.65
54077,33940,143,421.33
54083,29126,254,872.07
54087,14435,6,41.57
54089,13239,35,264.37
54097,24758,14,56.55
54103,15816,63,398.33
54105,5880,36,612.24
54107,86452,594,687.09
54109,22151,136,613.97
55001,20148,276,1369.86
55003,15843,63,397.65
55005,45563,147,322.63
55007,14977,99,661.01
55009,258718,706,272.88
55011,13192,10,75.8
55013,15159,257,1695.36
55015,49762,84,168.8
55017,63531,252,396.66
55019,34445,111,322.25
55021,56743,235,414.15
55023,16391,115,701.6
55025,523643,782,149.34
55027,88502,188,212.42
55029,27554,67,243.16
55031,43601,171,392.19
55033,44497,129,289.91
55035,102105,221,216.44
55037,4464,27,604.84
55039,101973,230,225.55
55041,9057,60,662.47
55043,52250,171,327.27
55045,37186,63,169.42
55047,18856,53,281.08
55049,23813,51,214.17
55051,5794,49,845.7
55053,20554,142,690.86
55055,84559,266,314.57
55057,26224,191,728.34
55059,168437,303,179.89
55061,20366,55,270.06
55063,118212,141,119.28
55069,27980,94,335.95
55071,79806,163,204.25
55073,135868,360,264.96
55075,40884,208,508.76
55077,15075,78,517.41
55079,957735,199,20.78
55081,45549,131,287.6
55083,37435,231,617.07
55085,35567,178,500.46
55087,183245,302,164.81
55089,87850,89,101.31
55091,7290,36,493.83
55093,40889,103,251.9
55095,43441,202,465
55097,70408,178,252.81
55099,13645,77,564.31
55105,161448,300,185.82
55107,14124,57,403.57
55109,87513,300,342.81
55111,63642,331,520.1
55113,16376,143,873.23
55117,115569,298,257.85
55119,20455,77,376.44
55121,29550,93,314.72
55123,30506,80,262.24
55125,21387,105,490.95
55127,102804,162,157.58
55129,15552,142,913.07
55131,133674,199,148.87
55133,396488,363,91.55
55135,51945,350,673.79
55137,24033,194,807.22
55139,169546,173,102.04
55141,73435,141,192.01
56001,37956,34,89.58
56003,12022,23,191.32
56005,49220,191,388.05
56007,15559,47,302.08
56009,14236,45,316.1
56011,7444,21,282.11
56013,40315,196,486.17
56015,13383,37,276.47
56017,4741,10,210.93
56019,8585,26,302.85
56021,97121,135,139
56025,82178,193,234.86
56027,2542,14,550.75
56029,29228,80,273.71
56031,8812,44,499.32
56033,30009,50,166.62
56035,9899,48,484.9
56037,44626,99,221.84
56041,20822,42,201.71
56043,8328,24,288.18
56045,7234,1,13.82